sn name,host_source,host_name,host_id,host_ra,host_dec,type,rexp,rexp_ivar,rdev,rdev_ivar,z,z_sep,ang_sep (deg),ang_sep (kpsec),ang_sep (radii),ang_sep_sigma (radii),upper_ang_sep (radii),a,ratiob2a,pa,dm,m21,source,dm_kin,btc,hemisphere,program
ZTF19abnishu,dr8_galaxy,N/A,549564160,20.4006132105766,-1.1403059639023,DEV,0.0,0.0,3.48797726631165,1286.31994628906,0.0776443853974342,0.01335561460256579,0.007726606409957241,47.16948198880611,7.97476042762738,0.06374843059379692,8.038508858221176,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
ZTF18acrnfww,dr8_galaxy,N/A,310726324,181.071663204539,39.0003907525813,DEV,0.0,0.0,4.31301736831665,85950.1640625,0.0666204839944839,0.0033795160055161005,0.0014438938021636896,6.947974797619063,1.205192848508756,0.0009531296590051491,1.206145978167761,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF19aaumvig,dr8_galaxy,N/A,1254260522,249.451199350274,25.7897539815443,EXP,2.90102815628052,17078.45703125,0.0,0.0,0.0597599446773529,0.010759944677352896,0.00025820125192209826,0.891488697214081,0.3204120942112193,0.0008451477525206445,0.32125724196373995,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
ZTF18abglpdy,dr8_galaxy,N/A,189716902,245.958816586315,41.621432910759,DEV,0.0,0.0,0.831224679946899,114237.390625,0.134817823767662,0.015182176232338002,7.455257857802818e-05,0.70167969170359,0.32288416039096307,0.0011492755667875795,0.32403343595775064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF19acngsnb,dr8_galaxy,N/A,1077275102,15.9174086460185,1.05469286922975,DEV,0.0,0.0,0.454408019781113,4777.41259765625,0.810521423816681,0.700521423816681,9.991340584510981e-05,0.7214074550930467,0.7915535056261905,0.025202168671362966,0.8167556742975535,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
ZTF19acngsnb,dr8_galaxy,N/A,1077274773,15.9134961955705,1.05473742870888,EXP,1.07594764232635,1355.29455566406,0.0,0.0,0.504641115665436,0.394641115665436,0.003977581698531084,28.71944026220412,13.30854174628012,0.3359870093770039,13.644528755657124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
ZTF19aaycomi,dr8_galaxy,N/A,1055279638,351.303956943927,9.45369018455473,EXP,3.17160940170288,197588.5625,0.0,0.0,0.0357072278857231,0.005707227885723101,0.0006809025483932907,1.4723433091944422,0.7728723382203804,0.0005482102689612962,0.7734205484893417,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
ZTF19abzvyew,dr8_galaxy,N/A,372617293,346.378595268862,-11.5451998763628,DEV,0.0,0.0,1.57284510135651,214511.34375,0.0843862742185593,0.00561372578144069,3.6302953402898905e-05,0.21944046691458413,0.08309186463290068,0.00011406369054872842,0.0832059283234494,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
ZTF18aayivfs,dr8_galaxy,N/A,117468361,176.943635949499,40.7997000996891,DEV,0.0,0.0,3.89037442207336,36870.234375,0.146905615925789,0.031905615925788985,0.002173966737597876,16.31705796621369,2.0117036064568223,0.002692989400868016,2.0143965958576904,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,north,ZTFmarshal
ZTF18acbwaxk,local_universe,UGC 07534,350864.0,186.53375,58.3225,IBm,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0876667,0.79,0.0,-99.0,-99.0,ned_20121120,30.8805,14.3268,north,ZTFmarshal
ZTF18acbwaxk,local_universe,PGC40645,510052.0,186.5331,58.3218,9.9000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.0418648,0.794328,0.0,-99.0,-99.0,clu.v2,30.73,13.2,north,ZTFmarshal
ZTF19aavjbyl,dr8_galaxy,N/A,224590017,236.816865880924,9.5833250006427,DEV,0.0,0.0,22.3749485015869,1074989.875,0.0395653322339058,0.00043466776609420166,0.0017357184632324184,4.944780824017948,0.27926707707030196,1.2038032409659699e-05,0.27927911510271164,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
ZTF19aapbfot,dr8_galaxy,N/A,136643518,239.308543609776,28.4648701885126,EXP,2.21292042732239,4743.1904296875,0.0,0.0,0.103181540966034,0.073181540966034,9.46226204438108e-05,0.2046063455594828,0.15393297896838135,0.0010100214470550354,0.15494300041543638,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,south,ZTFmarshal
